SKU,Description,SP,MRP,productname,Size,imgurl,Stock
16209-724CA,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Provides support and compression to weak or injured elbow joint.</li>
<li>Helps reduce swelling or prevent stiffness after injury.</li>
<li>Velcro® strapping design for comfort and easy application.</li>
</ul><br>
<p>Measure around the elbow joint</p>

<p>9-10"" - 22.9-25.4cm - Small</p>
<p>10(1/8)-11"" - 25.7-27.9cm - Medium</p>
<p>11(1/8)-12"" - 28.3-30.5cm - Large</p>
<p>12(1/8)-13"" - 31-33cm - X-Large</p><p>Material</p><ul><li>Velcro </li></ul>						</div>",£12.25," ,
							, ,
															",LP SUPPORTS Extreme Elbow Support ,"S,M,L,XL","http://products.activinstinct.com/y2008/m12/16209/16209-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
9408-722,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>For weak ankle joint related to tendinitis, muscles strains, ligament sprains or bursitis; reduction of swelling and restoration of comfort following injury; adjunctive treatment of minor Achilles tendon injuries.</li>
<li>Zipper allows easy application.</li>
</ul><br>
<p>Measure around mid-section of the shin while in a standing position</p>

<p>12-13"" - 30.5-32.5cm - X-Small</p>
<p>13-14"" - 32.5-35cm - Small</p>
<p>14-15"" - 35-37.5cm - Medium</p>
<p>16-17"" - 37.5-42.5cm - Large</p>
<p>18-19"" - 42.5-45cm - X-Large</p><p>Material</p><ul><li>Stretch Nylon 25%</li><li>Closed Cell Neoprene Foam 75%</li></ul>						</div>",£11.99," ,
							, ,
															",LP SUPPORTS Ankle Support With Zip ,"XS,S,M,L,XL,Left,Right","http://products.activinstinct.com/y2008/m12/9408/74485496-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
30552-0912172,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Vulkan advanced elastic knee support is the latest innovation in lightweight supports. Technically developed with NanoFlextra technology, it offers a superior performance material with multiple functions.</p>

<p>Each support not only provides uniform support and compression but has unique heat retaining properties that increase the blood flow around the joints during activities to speed up the body's natural healing process.</p>

<p>Features a unique comfort and heat retention capability, provides superior support and compression to control and limit swelling it is ideal for sprains and strains and is easily worn under clothing for daily prevention and protection.</p>

<p>Sizing in CM</p>

<p>S (28.5-31), M (31 - 35), L (36 - 40.5)</p><p>Material</p><ul><li>Polyester </li><li>Rubber </li><li>Spandex </li></ul>						</div>",£12.99," ,
							, ,
															",VULKAN Elastic Knee Support ,"S,M,L","http://products.activinstinct.com/y2009/m08/30552/30552-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
9416-725,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Provides support for weak or stiff wrists.</li>
<li>Aids in treatment of carpal tunnel syndrome, spoon stay maybe removed as healing for customised treatment.</li>
</ul><br>
<p>Measure around your wrist</p>

<p>4(1/2)-5(3/8)"" - 11.4-13.6cm - X-Small</p>
<p>5(1/2)-6(3/8)"" - 14.16.2cm - Small</p>
<p>6(1/2)-7(3/8)"" - 16.5-18.7cm - Medium</p>
<p>7(1/2)-8(3/8)"" - 19-21.3cm - Large</p>
<p>8(1/2)-9(3/8)"" - 21.6-23.8cm - X-Large</p><p>Material</p><ul><li>Stretch Nylon 25%</li><li>Closed Cell Neoprene Foam 75%</li></ul>						</div>",£12.25," ,
							, ,
															",LP SUPPORTS Wrist Splint ,"XS,S,M,L,XL,Left,Right","http://products.activinstinct.com/y2008/m12/9416/87128953-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
268199-309,"<div class=""more"" id=""hp_fix_desc"">
							<p>Made with superior moisture transport and breathable POLIYOU material, these are perfect for wearing in footwear during outdoor activities, from running to playing football or rugby. The outer U-shaped heel cup secures rearfoot in neutral alignment, while the mouldable memory foam adapts to the shape of foot to provide excellent comfort and durability.</p>

<p>Euro - UK - Size</p>
<p>34-36 - 1-3 - X-Small</p>
<p>37-40 - 4-6 - Small</p>
<p>41-43 - 7-9 - Medium</p>
<p>45-74 - 10-12 - Large</p><p>Material</p><ul><li>Poliyou </li></ul>						</div>",£12.99," ,
							, ,
															",LP SUPPORTS U-Profile Orthotic Insoles,"S,M,L","http://products.activinstinct.com/y2012/m01/268199/30875745-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
30550-0912174,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Vulkan advanced elastic wrist support is the latest innovation in lightweight supports. Technically developed with NanoFlextra technology, it offers a superior performance material with multiple functions.</p>

<p>Each support not only provides uniform support and compression but has unique heat retaining properties that increase the blood flow around the joints during activities to speed up the body's natural healing process.</p>

<p>Features one size fits all support to help aid weak, injured or swollen wrists with a thumb loop designed to secure the support in place and a universal design to fit both left and right wrist.</p>

<p>One size fits all</p><p>Material</p><ul><li>Polyester </li><li>Rubber </li><li>Spandex </li></ul>						</div>",£12.99," ,
							, ,
															",VULKAN Elastic Wrist Support ,,"http://products.activinstinct.com/y2009/m08/30550/30550-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
30554-0912167,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Vulkan advanced elastic elbow support is the latest innovation in lightweight supports. Technically developed with NanoFlextra technology, it offers a superior performance material with multiple functions.</p>

<p>Each support not only provides uniform support and compression but has unique heat retaining properties that increase the blood flow around the joints during activities to speed up the body's natural healing process.</p>

<p>Provides comfort for swollen or tender elbows as a result of sprains and strains it provides firms support for prevention of further pain and discomfort and is ideal for short term use to control swelling making it perfect for racket sports and golfing.</p>

<p>Sizing in CM</p>

<p>S (21 - 23), M (23.5 - 26), L (26 - 30)</p><p>Material</p><ul><li>Polyester </li><li>Rubber </li><li>Spandex </li></ul>						</div>",£12.99," ,
							, ,
															",VULKAN Elastic Ankle Support ,"S,M,L","http://products.activinstinct.com/y2009/m08/30554/30554-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
30551-0912188,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Vulkan advanced elastic calf and shin support is the latest innovation in lightweight supports. Technically developed with NanoFlextra technology, it offers a superior performance material with multiple functions.</p>

<p>Each support not only provides uniform support and compression but has unique heat retaining properties that increase the blood flow around the joints during activities to speed up the body's natural healing process.</p>

<p>Features a closed heel and open toe design to provide support and compression to the calf, shin and Achilles. Provides firm support of the lower leg to improve blood circulation and is comfortable and easy to wear.</p>

<p>Sizing in CM</p>

<p>S (below 25), M (26 - 28.5), L (28.5 - 31)</p><p>Material</p><ul><li>Polyester </li><li>Rubber </li><li>Spandex </li></ul>						</div>",£12.99," ,
							, ,
															",VULKAN Elastic Calf and Shin Support ,"S,M,L","http://products.activinstinct.com/y2009/m08/30551/30551-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
30553-0912170,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Vulkan advanced elastic elbow support is the latest innovation in lightweight supports. Technically developed with NanoFlextra technology, it offers a superior performance material with multiple functions.</p>

<p>Each support not only provides uniform support and compression but has unique heat retaining properties that increase the blood flow around the joints during activities to speed up the body's natural healing process.</p>

<p>Provides comfort for swollen or tender elbows as a result of sprains and strains it provides firms support for prevention of further pain and discomfort and is ideal for short term use to control swelling making it perfect for racket sports and golfing.</p>

<p>Sizing in CM</p>

<p>S (below 23.5), M (23.5 - 26), L (26 - 28)</p><p>Material</p><ul><li>Polyester </li><li>Rubber </li><li>Spandex </li></ul>						</div>",£12.99," ,
							, ,
															",VULKAN Elastic Elbow Support ,,"http://products.activinstinct.com/y2009/m08/30553/30553-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
9377-758,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Unique velcro design fits most knee sizes.</li>
<li>Opening relieves pressure on patella.</li>
<li>Provides compression for weak or over stressed knees.</li>
<li>Exclusive reinforced stabiliser to prevent displacement.</li>
<li>Retains body heat to warm knee joint and increase blood circulation.</li>
<li>One Size Fits All.</li></ul><br><p>Material</p><ul><li>Stretch Nylon 25%</li><li>Closed Cell Neoprene Foam 75%</li></ul>						</div>",£13.25," ,
							, ,
															",LP SUPPORTS Knee Support ,,"http://products.activinstinct.com/y2008/m12/9377/31881742-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
16174-322,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Silicon gel adds additional cushioning and superior shock absorption for the heel.</li>
<li>Ideal for any type of activity, sports or daily use.</li>
<li>Helps prevent foot injuries.</li>
</ul><br>
<p>Sizing:</p>

<p>A = 4.5 to - 6.5</p>

<p>B = 7.5</p>

<p>C= 9.5</p><p>Material</p><ul><li>Silicon </li></ul>						</div>",£12.99," ,
							, ,
															",LP SUPPORTS Silicone Heel Pad ,"A,B,C","http://products.activinstinct.com/y2008/m12/16174/16174-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
15711-694,"<div class=""more"" id=""hp_fix_desc"">
							<p>LP® MaxWrap® can be applied so that the support/compression can be specifically selected and isolated to the injured part of the limb , while leaving the rest of the limb free of compression. This concept and the construction of the fabric, is so unique and fundamentally different from any of its competitors that it is patented internationally.</p>

<p>Each of the LP® MaxWrap® products has a specific range of applications and one size fits all. It is designed to meet the requirements of the sports medicine and medical sectors, as well as those of industry, home and office use</p>

<p>One Size Fits All</p><p>Material</p><ul><li>Polyester 68%</li><li>Elastomer 32%</li></ul>						</div>",£12.99," ,
							, ,
															",LP SUPPORTS Maxwrap Ankle ,,"http://products.activinstinct.com/y2008/m12/15711/15711-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
9339-709A,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Provides an equal compression to there on the injured or recovering knee.</li>
<li>Its medial and lateral metal stays offer additional support and stability for the knee.</li>
<li>The Additional neoprene circle pad around the patella provides padded protection and stabilisation to prevent patellar displacement.</li>
<li>The 2 hook &amp; loop straps allow adjustment for maximum compression when needed.</li>
</ul><br>
<p>Measure around mid-section of the knee while in a standing position</p>

<p>13-14(1/2)"" - 33-36.8cm - Small</p>
<p>15-16"" - 38-40.6cm - Medium</p>
<p>16-17(1/2)"" - 40.6-44.4cm - Large</p>
<p>18-20"" - 45.7-50.8cm - X-Large</p><p>Material</p><ul><li>Stretch Nylon 25%</li><li>Closed Cell Neoprene Foam 75%</li></ul>						</div>",£13.99," ,
							, ,
															",LP SUPPORTS Knee Stabiliser Without Buckles ,"S,M,XL","http://products.activinstinct.com/y2008/m12/9339/81513538-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
9312-786,"<div class=""more"" id=""hp_fix_desc"">
							<p>The arm brace helps to prevent rotation of the forearm and also helps absorb shock travelling up the arm.</p>

<p>Measure the length between elbow and wrist</p>

<p>8-9"" - 20-3-22.9cm - Small</p>
<p>9-10"" - 22.9-25.4cm - Medium</p>
<p>10-11"" - 25.4-28cm - Large</p><p>Material</p><ul><li>Stretch Nylon 25%</li><li>Closed Cell Neoprene Foam 75%</li></ul>						</div>",£12.99," ,
							, ,
															",LP SUPPORTS Arm Brace ,"S,M,L,Left,Right","http://products.activinstinct.com/y2008/m12/9312/9312-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
275766-964,,£14.99," ,
							, ,
															",MUELLER Neoprene Ankle Support,"S,M,L,XL","http://products.activinstinct.com/y2012/m02/275766/15977506-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
9337-708,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Additional 1/8"""" oval pad gives extra padded protection to the joint, reinforced patella stabiliser around kneecap prevents displacement, open patella relieves pressure on patella.</li>
<li>Helpful for post-operative knee problems, strains, arthritis and protection against abrasions.</li>
<li>Stratch fabric inside ensures comfort during wear and makes LP knee support easy to slip on or off.</li>
</ul><br>
<p>Measure around mid-section of the knee while in a standing position</p>

<p>11(1/8)-12(7/8)"" - 29.2-32.7cm - X-Small</p>
<p>13-14"" - 33-35.6cm - Small</p>
<p>14(1/8)-15"" - 35.9-38.1cm - Medium</p>
<p>15(1/8)-17"" - 38.4-43.2cm - Large</p>
<p>17(1/8)-20"" - 43.5-50.8cm - X-Large</p><p>Material</p><ul><li>Stretch Nylon 25%</li><li>Closed Cell Neoprene Foam 75%</li></ul>						</div>",£13.25," ,
							, ,
															",LP SUPPORTS Standard Knee Open Patella ,"XS,S,M,L,XL","http://products.activinstinct.com/y2008/m12/9337/19350230-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
7800-0912368,"<div class=""more"" id=""hp_fix_desc"">
							<p>Designed for excellent comfort and fit this elbow strap is ideal for tennis players and golfers.</p>

<p>The Tennis Elbow Strap support helps to reduce the pressure on the tendon complex at the elbow during repeated movements.</p>

<p>To help wearers, many supports feature compression straps, support stays, hinges or Velcro closures.</p>

<p>The range is extremely comprehensive covering virtually every muscle and joint in the body. By using extensive customer research we know customers benefit more from supports that are sized to fit them.</p><p>Material</p><ul><li>Nylon </li><li>Neoprene </li></ul>						</div>",£14.99," ,
							, ,
															",VULKAN Tennis Elbow Strap Support ,,"http://products.activinstinct.com/y2008/m12/7800/7800-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
7793-0912375,"<div class=""more"" id=""hp_fix_desc"">
							<p>Designed for excellent comfort and fit this knee support has a contoured 3-piece design providing a comfortable fit.</p>

<p>Ideal for minor tendon and ligament injuries sprains and twists it features 5mm neoprene for greater support and compression.</p>

<p>To help wearers, many supports feature compression straps, support stays, hinges or Velcro closures.</p>

<p>The range is extremely comprehensive covering virtually every muscle and joint in the body. By using extensive customer research we know customers benefit more from supports that are sized to fit them.</p>

<p>5mm 3mm</p>
<p>091237577 091237528 XS (26-30)</p>
<p>091237551 091237544 S (30-35)</p>
<p>091237593 091237502 M (35-40)</p>
<p>091237585 091237536 L (40-45)</p>
<p>091237569 091237510 XL (45-50)</p><p>Material</p><ul><li>Nylon </li><li>Neoprene </li></ul>						</div>",£14.99," ,
							, ,
															",VULKAN Knee 3mm Support ,"XS,S,M,L,XL","http://products.activinstinct.com/y2008/m12/7793/7793-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
268171-628,"<div class=""more"" id=""hp_fix_desc"">
							<p>Following an injury, proper application of Maxtaping A+ can create an opposite shearing force to massage damaged or stiff muscles slowly and deeply. It uses its unique 4-Arc pattern to stimulate circulation and lymphatic flow, thus relieving pain and supporting any weak tissues and joints.</p>

<p>The single piece pre-cut design allows athletes to quickly apply Maxtaping A+ and provide immediate protection. Even when joints are constantly being used, being bent and stretched, Maxtaping A+ offers long lasting protection and dynamic support during motions.</p>

<p>5.5"" - 14cm - Small	(Wrist/foot/ankle)</p>
<p>7"" - 18cm - Medium	(Elbow/shoulder/knee)</p>
<p>8.7"" - 22cm - Large	(Neck/back/Leg)</p><p>Material</p><ul><li>Coolprene </li></ul>						</div>",£14.99," ,
							, ,
															",LP SUPPORTS Maxtaping,"S,M,L,Blue,Pink","http://products.activinstinct.com/y2012/m01/268171/58079963-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
216792-MS46027,"<div class=""more"" id=""hp_fix_desc"">
							<p>This latex free Mueller Arch Support is designed to relieve pain caused by Plantar Fasciitis and bone spurs by providing upward compression to the plantar fascia and consistently supporting the arch of the foot.</p>

<p>Two adjustable wraparound hook-and-loop straps combine for a flexible fit, and it possible to wear the strap either under or over socks, inside any shoe. The fact that the support is made from a neoprene blend means that it provides lightweight compression and a soft, comfortable feel.</p>

<p>This is a simple and relatively small design that can help prevent a great deal of pain.</p><p>Material</p><ul><li>Nylon 20%</li><li>Spandex 3%</li><li>PU 22%</li><li>Neoprene 55%</li></ul>						</div>",£14.99," ,
							, ,
															",MUELLER Arch Support,,"http://products.activinstinct.com/y2011/m03/216792/97978541-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
268189-272,"<div class=""more"" id=""hp_fix_desc"">
							<p>Power band designed around knee improves muscle balance and thus enhances joint stability. The Regulation Area can facilitate motional agility and provide smooth support while in use. The short sleeve allows for incredibly comfortable motion without restriction so you can use it while still exercising. The seamless Lycra Soft construction ensures that the support is durable, breathable and fits perfectly.</p>

<p>measure around the knee joint</p>

<p>13-14(1/4)"" - 33-36cm - Small</p>
<p>14(1/2)-15(3/4)"" - 37-40cm - Medium</p>
<p>16(3/4)-17(3/4)"" - 41-44cm - Large</p>
<p>17(1/4)-19"" - 45-48cm - X-Large</p><p>Material</p><ul><li>High Density Foam </li></ul>						</div>",£15.25," ,
							, ,
															",LP SUPPORTS Power Knee Sleeve,"S,M,L,XL","http://products.activinstinct.com/y2012/m01/268189/39093527-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
9313-711,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Effective in toning and shaping waistline when wearing it during exercise.</li>
<li>Excellent support and comfort.</li>
<li>May be worn undetected under clothing.</li>
<li>A full 1/8"""" thick neoprene with a double knit nylon exterior lamination.</li></ul><br><p>Material</p><ul><li>Neoprene </li></ul>						</div>",£14.99," ,
							, ,
															",LP SUPPORTS Waist Trimmer - One Size ,,"http://products.activinstinct.com/y2008/m12/9313/9313-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
7786-0912368,"<div class=""more"" id=""hp_fix_desc"">
							<p>Designed for excellent comfort and fit this Elbow support provides support and protection for those minor injuries or arthritis.</p>

<p>To help wearers, many supports feature compression straps, support stays, hinges or Velcro closures.</p>

<p>The range is extremely comprehensive covering virtually every muscle and joint in the body. By using extensive customer research we know customers benefit more from supports that are sized to fit them.</p><p>Material</p><ul><li>Nylon </li><li>Neoprene </li></ul>						</div>",£14.99," ,
							, ,
															",VULKAN Elbow Support ,"XS,S,M,L,XL","http://products.activinstinct.com/y2008/m12/7786/7786-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
9445-761,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>LP Knee Pads are made of the superior KEVLAR fibres from DUPONT®. The KEVLAR treated and non-slip adhesive makes the best protection.</li>
<li>Non-slip and excellent abrasion-resistance.</li>
<li>Water repellent and freezing-resistant TO -25°C.</li>
<li>High Density padding cushions against blows and bumps.</li>
<li>High density padding for superior protection.</li>
<li>Minimises chances of future injuries.</li>
</ul><br>
<p>Measure around the elbow joint</p>

<p>9-10"" - 22.9-25.4cm - Small</p>
<p>10(1/8)-11"" - 25.7-27.9cm - Medium</p>
<p>11(1/8)-12"" - 28.3-30.5cm - Large</p>
<p>12(1/8)-13"" - 31-33cm - X-Large</p><p>Material</p><ul><li>Stretch Nylon 25%</li><li>Closed Cell Neoprene Foam 75%</li></ul>						</div>",£15.25," ,
							, ,
															",LP SUPPORTS Elbow Pad ,"S,M,L,XL","http://products.activinstinct.com/y2008/m12/9445/9445-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
7785-0912406,"<div class=""more"" id=""hp_fix_desc"">
							<p>Designed for excellent comfort and fit it features wrist long support to provide uniform support and compression and helps relieve swelling.</p>

<p>Covering the wrist and palm of hand it is intended for light sprains, strains and rheumatism.</p>

<p>The range is extremely comprehensive covering virtually every muscle and joint in the body. By using extensive customer research we know customers benefit more from supports that are sized to fit them. To help wearers, many supports feature compression straps, support stays, hinges or Velcro closures.</p><p>Material</p><ul><li>Nylon </li><li>Neoprene </li></ul>						</div>",£15.99," ,
							, ,
															",VULKAN Wrist Long Support ,"XS,S,M,L,XL","http://products.activinstinct.com/y2008/m12/7785/7785-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
7808-0912527,"<div class=""more"" id=""hp_fix_desc"">
							<p>The dry tech Lycra Shorts help to avoid new and recurring injuries and feature Vapour Transpiration Lycra to deliver superb comfort.</p>

<p>When a minor ache or sprain occurs, the muscles and joints usually need only moderate support and compression.</p>

<p>The products within the active range are lightweight products designed to help keep your muscles warm and comfortable without restricting any movement</p>

<p>All products are developed to provide maximum comfort whilst playing most sporting disciplines.</p><p>Material</p><ul><li>Nylon </li><li>Neoprene </li></ul>						</div>",£15.99," ,
							, ,
															",VULKAN Dry Tech Lycra Shorts ,,"http://products.activinstinct.com/y2008/m12/7808/7808-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
16212-728CA,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Provides support &amp; compression to weak or injured ankle joint. Helps reduce swelling or prevent stiffness after injury.</li>
<li>Open heel Velcro design for comfort &amp; easy application, fits comfortably in any type of athletic or street shoe.</li>
</ul><br>
<p>Measure around just above ankle bone</p>

<p>6-8"" - 15.2-20.3cm - Small</p>
<p>8(1/8)-10"" - 20.6-25.4cm - Medium</p>
<p>10(1/8)-12"" - 25.7-30.5cm - Large</p>
<p>12(1/3)-14(1/2)"" - 30.8-36.3cm - X-Large</p><p>Material</p><ul><li>Polyester 15%</li><li>Neoprene Rubber 70%</li><li>Stretch Nylon 15%</li></ul>						</div>",£15.25," ,
							, ,
															",LP SUPPORTS Extreme Ankle Support ,"S,M,L,XL","http://products.activinstinct.com/y2008/m12/16212/16212-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
7794-0912407,"<div class=""more"" id=""hp_fix_desc"">
							<p>Designed for excellent comfort and fit the Short Wrist Strap support uses a universal design which fits both the left and right wrist.</p>

<p>It covers the wrist area and features an additional strap which provides extra support.</p>

<p>To help wearers, many supports feature compression straps, support stays, hinges or Velcro closures.</p>

<p>The range is extremely comprehensive covering virtually every muscle and joint in the body. By using extensive customer research we know customers benefit more from supports that are sized to fit them.</p><p>Material</p><ul><li>Nylon </li><li>Neoprene </li></ul>						</div>",£15.99," ,
							, ,
															",VULKAN Short Wrist Strap Support ,"XS,S,M,L,XL","http://products.activinstinct.com/y2008/m12/7794/7794-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
275881-970,"<div class=""more"" id=""hp_fix_desc"">
							<p>Mueller Heel Cups are worn as an insert in the heels of your shoes where shock absorption is needed. The cups are made up of columns of shock absorbing cells which duplicate and enhance a natural shock absorbing design.</p>

<p>This is the standard version of the heel cups, providing lightweight protection for the everyday pain of heel strike. Relieves arch, ankle, leg, and back pain and helps prevent sore heels and knees, shin splints and heel spurs. Perfect for everyday activities whether standing, walking or running.</p><p>Material</p><ul><li>Neoprene Blend Textile </li></ul>						</div>",£15.99," ,
							, ,
															",MUELLER Standard Heel Cups,"Regular,L","http://products.activinstinct.com/y2012/m02/275881/55012857-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
15713-627,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Helps support and eliminate pulled abdominal, hamstring, groin, quadriceps and lower back muscles.</li>
<li>Extra wide, plush knit waistband rides higher in back to prevent creeping.</li>
<li>Manufactured from 80 percent nylon and 20 percent Lycra Spandex to provide four way stretch</li>
</ul><br>
<p>S = 26 - 32</p>
<p>m = 32 - 38</p>
<p>L = 38 - 44</p>
<p>XL = 44 - 48</p><p>Material</p><ul><li>Nylon 83%</li><li>Spandex 17%</li></ul>						</div>",£15.99," ,
							, ,
															",LP SUPPORTS Unisex Compression Sports Short ,"S,M,L,XL,Black,Navy,Royal","http://products.activinstinct.com/y2008/m12/15713/79623743-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
275828-820,"<div class=""more"" id=""hp_fix_desc"">
							<p>Designed for comfort, this adjustable support provides effective relief of elbow pain associated with Tennis Elbow. This support also provides excellent pain relief caused from any activity involving strain on the forearm and elbow, such as gardening, golf, and bowling. To make it as practical as possible the support has been made to be lightweight, durable, and comfortable for all-day wear.</p><p>Material</p><ul><li>Neoprene Blend Textile </li></ul>						</div>",£15.99," ,
							, ,
															",MUELLER Tennis Elbow Support,,"http://products.activinstinct.com/y2012/m02/275828/27411571-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
275884-971,"<div class=""more"" id=""hp_fix_desc"">
							<p>Mueller Heel Cups are worn as an insert in the heels of your shoes where shock absorption is needed. The cups are made up of columns of shock absorbing cells which duplicate and enhance a natural shock absorbing design.</p>

<p>This is the pro version heel cup. It provides heavy duty protection for the everyday pain of heel strike. Relieves arch, ankle, leg, and back pain and helps prevent sore heels and knees, shin splints and heel spurs. This is designed for use during sporting activities whether it be football, rugby, cricket, tennis or whatever takes your fancy.</p><p>Material</p><ul><li>Neoprene Blend Textile </li></ul>						</div>",£15.99," ,
							, ,
															",MUELLER Pro Heel Cups,"Regular,L","http://products.activinstinct.com/y2012/m02/275884/66294106-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
16203-706CA,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Provides comfortable pressure on the joint, along with maximum body heat retention.</li>
<li>Helpful for post-operative knee problems, strains, arthritis and protection against abrasions.</li>
<li>Stretch fabric inside ensures comfort during wear and ensures the support is easy to slip on or off.</li>
</ul><br>
<p>Measure around mid-section of the knee while in a standing position</p>

<p>13-14"" - 33-35.6cm - Small</p>
<p>14(1/8)-15"" - 35.9-38.1cm - Medium</p>
<p>15(1/8)-17"" - 38.4-43.2cm - Large</p>
<p>17(1/8)-20"" - 43.5-50.8cm - X-Large</p><p>Material</p><ul><li>Polyester 15%</li><li>Neoprene Rubber 70%</li><li>Stretch Nylon 15%</li></ul>						</div>",£16.25," ,
							, ,
															",LP SUPPORTS Extreme Closed Knee Support ,"S,M","http://products.activinstinct.com/y2008/m12/16203/43556933-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
7780-0912330,"<div class=""more"" id=""hp_fix_desc"">
							<ul>
<li>Designed for excellent comfort and fit</li>
<li>To help wearers, many supports feature compression straps, support stays, hinges or velcro closures</li>
<li>The range is extremely comprehensive covering virtually every muscle and joint in the body</li>
<li>Whats more, by using extensive customer research we know customers benefit more from supports that are sized to fit them</li>
<li>Ankle Long provides warmth, compression and support to injured ankles</li>
<li>Ideal for those with a daily active lifestyle</li>
<li>Suitable for minor sprains, strains and arthritic pain</li>
</ul><br>
<p>Sizing (measured in cm):</p>

<p>XS: 16-19 S: 19-22 M: 22-25 L: 25-28 XL: 28-31</p><p>Material</p><ul><li>Nylon </li><li>Neoprene </li></ul>						</div>",£15.99," ,
							, ,
															",VULKAN Ankle Long Support ,"XS,S,M,L,XL","http://products.activinstinct.com/y2008/m12/7780/7780-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
